area,authors/0/category,authors/0/name,authors/0/order,authors/1/category,authors/1/name,authors/1/order,authors/2/category,authors/2/name,authors/2/order,authors/3/category,authors/3/name,authors/3/order,authors/4/category,authors/4/name,authors/4/order,authors/5/category,authors/5/name,authors/5/order,authors/6/category,authors/6/name,authors/6/order,authors/7/category,authors/7/name,authors/7/order,authors/8/category,authors/8/name,authors/8/order,extension/advertising,extension/edition,extension/event_city,extension/event_country,extension/event_name,extension/fasciculo,extension/idiom,extension/isbn_issn,extension/n_finalPage,extension/n_startPage,extension/nature,extension/observation,extension/serie,extension/title,extension/url,extension/volume,ies,name,program,researchLine,researchProjet,subtype_,type_,year,extension/city,extension/doi,extension/editor,extension/issn,extension/advertising_mode,extension/author_info,extension/award,extension/award_date,extension/city_country,extension/content_nature,extension/contribution_type,extension/distribution,extension/editor_type,extension/editorial_city,extension/editorial_conselor,extension/funding,extension/indication_date,extension/indice,extension/institution,extension/isbn,extension/name_funding,extension/page_count,extension/page_count_contribution,extension/parecer,extension/reedition,extension/reference_work,extension/reimpresion,extension/tiragem,extension/year_fst_pusblish,authors/9/category,authors/9/name,authors/9/order,authors/10/category,authors/10/name,authors/10/order,authors/11/category,authors/11/name,authors/11/order,authors/12/category,authors/12/name,authors/12/order,authors/13/category,authors/13/name,authors/13/order,authors/14/category,authors/14/name,authors/14/order,authors/15/category,authors/15/name,authors/15/order,authors/16/category,authors/16/name,authors/16/order,authors/17/category,authors/17/name,authors/17/order,authors/18/category,authors/18/name,authors/18/order,authors/19/category,authors/19/name,authors/19/order,authors/20/category,authors/20/name,authors/20/order,authors/21/category,authors/21/name,authors/21/order,authors/22/category,authors/22/name,authors/22/order,authors/23/category,authors/23/name,authors/23/order,authors/24/category,authors/24/name,authors/24/order,authors/25/category,authors/25/name,authors/25/order,authors/26/category,authors/26/name,authors/26/order,authors/27/category,authors/27/name,authors/27/order,authors/28/category,authors/28/name,authors/28/order,authors/29/category,authors/29/name,authors/29/order,authors/30/category,authors/30/name,authors/30/order,authors/31/category,authors/31/name,authors/31/order,authors/32/category,authors/32/name,authors/32/order
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,HENRIQUE EMANUEL MOSTAERT REBELO,1,Sem categoria,Gary T. Leavens,2,Docente,RICARDO MASSA FERREIRA LIMA,3,Sem categoria,Mehdi Bagherzadeh,4,Sem categoria,Hridesh Rajan,5,Sem categoria,Daniel Zimmerman,6,Docente,MARCIO LOPES CORNELIO,7,Sem categoria,Thum Thumas,8,,,,IMPRESSO,-,Lugano,SUIÇA,Modularity 2014,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,13th International Conference on Modularity,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ASPECTJML: MODULAR SPECIFICATION AND RUNTIME CHECKING FOR CROSSCUTTING CONTRACTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,DESENVOLVIMENTO DE LINHAS DE PRODUTOS DE SOFTWARE USANDO TÉCNICAS ORIENTADAS A ASPECTOS (PROCAD CAPES),TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,RAFAEL FERREIRA LEITE DE MELLO,1,Participante Externo,LUCIANO DE SOUZA CABRAL,2,Docente,RAFAEL DUEIRE LINS,3,Participante Externo,GABRIEL DE FRANCA PEREIRA E SILVA,4,Docente,FREDERICO LUIZ GONCALVES DE FREITAS,5,Docente,GEORGE DARMITON DA CUNHA CAVALCANTI,6,Discente,RINALDO JOSE DE LIMA,7,Sem categoria,Steven J. Simske,8,Sem categoria,Luciano Favaro,9,http://www.sciencedirect.com/science/article/pii/S0957417413002601,,,,,-,VÁRIOS,,5755,Inglês,40,-,5764,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ASSESSING SENTENCE SCORING TECHNIQUES FOR EXTRACTIVE TEXT SUMMARIZATION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,SISTEMAS INTELIGENTES NA ABORDAGEM DO PROCESSAMENTO DE SINAIS E IMAGENS: APROXIMAÇÃO DE TÉCNICAS E APLICAÇÕES,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,http://dx.doi.org/10.1016/j.eswa.2013.04.023,Expert Systems with Applications,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,BRUNO SILVA,1,Docente,EDUARDO ANTONIO GUIMARAES TAVARES,2,Discente,GUSTAVO RAU DE ALMEIDA CALLOU,3,Docente,PAULO ROMERO MARTINS MACIEL,4,Participante Externo,JOSE JAIR CAVALCANTE DE FIGUEIREDO,5,Discente,ERICA TEIXEIRA GOMES DE SOUSA,6,Discente,CARLOS JULIAN MENEZES ARAUJO,7,Participante Externo,FABIO SANTANA MAGNANI,8,Participante Externo,FRANCISCO DE ASSIS DOS SANTOS NEVES,9,http://www.sciencedirect.com/science/article/pii/S2210537912000510,,,,,-,VÁRIOS,,1,Inglês,40,-,17,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ASTRO: AN INTEGRATED ENVIRONMENT FOR DEPENDABILITY AND SUSTAINABILITY EVALUATION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,MODELAGEM E AVALIAÇÃO DE DESEMPENHO DE SISTEMAS COMUNICANTES,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,10.1016/j.suscom.2012.10.004,Sustainable Computing: Informatics and Systems,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Docente,GEORGE DARMITON DA CUNHA CAVALCANTI,1,Docente,TSANG ING REN,2,Participante Externo,CESAR LIMA PEREIRA,3,,,,,,,,,,,,,,,,,,,http://www.sciencedirect.com/science/article/pii/S095741741300448X,,,,,-,MEIO DIGITAL,,6894,Inglês,40,-,6900,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ATISA: ADAPTIVE THRESHOLD-BASED INSTANCE SELECTION ALGORITHM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,http://dx.doi.org/10.1016/j.eswa.2013.06.053,Expert Systems with Applications,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Docente,SIMONE CRISTIANE DOS SANTOS LIMA,1,Discente,FELIPE SANTANA FURTADO SOARES,2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,San Francisco,BRASIL,2013 35th International Conference on Software Engineering (ICSE),-,Inglês,-,-,1055,TRABALHO COMPLETO,-,-,2013 35th International Conference on Software Engineering (ICSE),-,2,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AUTHENTIC ASSESSMENT IN SOFTWARE ENGINEERING EDUCATION BASED ON PBL PRINCIPLES A CASE STUDY IN THE TELECOM MARKET,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Um Framework para aplicação de PBL no ensino de Engenharia de Software,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,BRUNO JOSE TORRES FERNANDES,1,Docente,GEORGE DARMITON DA CUNHA CAVALCANTI,2,Docente,TSANG ING REN,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,,,,,-,Inglês,,7266,7258,Trabalho Completo,-,-,,http://www.sciencedirect.com/science/article/pii/S0957417413005083,40,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AUTOASSOCIATIVE PYRAMIDAL NEURAL NETWORK FOR ONE CLASS PATTERN CLASSIFICATION WITH IMPLICIT FEATURE EXTRACTION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES NEURAIS,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,-,http://dx.doi.org/10.1016/j.eswa.2013.06.080,-,Expert Systems with Applications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,MARILIA ARANHA FREIRE,1,Sem categoria,Daniel Costa,2,Participante Externo,EDMILSON BARBALHO CAMPOS NETO,3,Participante Externo,TAINA JESUS MEDEIROS,4,Participante Externo,UIRA KULESZA,5,Participante Externo,EDUARDO HENRIQUE DA SILVA ARANHA,6,Docente,SERGIO CASTELO BRANCO SOARES,7,,,,,,,MEIO DIGITAL,-,Boston,ESTADOS UNIDOS,25th International Conference on Software Engineering and Knowledge Engineering (SEKE 2013),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,25th International Conference on Software Engineering and Knowledge Engineering (SEKE 2013),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AUTOMATED SUPPORT FOR CONTROLLED EXPERIMENTS IN SOFTWARE ENGINEERING: A SYSTEMATIC REVIEW,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,INES - INSTITUTO NACIONAL DE CIÊNCIA E TECNOLOGIA PARA ENGENHARIA DE SOFTWARE,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,RODRIGO DE CARVALHO BRASILEIRO,1,Sem categoria,Victor Lorena de Farias Souza,2,Discente,BRUNO JOSE TORRES FERNANDES,3,Docente,ADRIANO LORENA INACIO DE OLIVEIRA,4,,,,,,,,,,,,,,,,IMPRESSO,-,"Cancun, Mexico",ESTADOS UNIDOS,IEEE Congress on Evolutionary Computation (CEC 2013),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proc. of IEEE Congress on Evolutionary Computation (CEC 2013),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AUTOMATIC METHOD FOR STOCK TRADING COMBINING TECHNICAL ANALYSIS AND THE ARTIFICIAL BEE COLONY ALGORITHM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,MONIQUE CONCEICAO SOARES,1,Discente,JOAO HENRIQUE CORREIA PIMENTEL,2,Docente,CARLA TACIANA LIMA LOURENCO SILVA SCHUENEMANN,3,Docente,JAELSON FREIRE BRELAZ DE CASTRO,4,Discente,JESSYKA FLAVYANNE FERREIRA VILELA,5,,,,,,,,,,,,,MEIO DIGITAL,-,Rio de Janeiro,BRASIL,Requirements Engineering@Brazil,-,Inglês,-,-,-,RESUMO EXPANDIDO,-,-,Proceedings of Requirements Engineering@Brazil 2013,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AUTOMATIC MODELS TRANSFORMATION FOR THE STREAM PROCESS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NÃO INFORMADA,Discente,DANILO MENDONCA OLIVEIRA,1,Discente,JEAN CARLOS TEIXEIRA DE ARAUJO,2,Discente,RUBENS DE SOUZA MATOS JUNIOR,3,Docente,PAULO ROMERO MARTINS MACIEL,4,,,,,,,,,,,,,,,,VÁRIOS,-,Manchester,Outro,"IEEE International Conference on Systems, Man, and Cybernetics (IEEE SMC 2013)",-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proc. in IEEE SMC 2013,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AVAILABILITY AND ENERGY CONSUMPTION ANALYSIS OF MOBILE CLOUD ENVIRONMENTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),NÃO INFORMADA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,MATHEUS DECA TORQUATO DE MELO,1,Discente,JEAN CARLOS TEIXEIRA DE ARAUJO,2,Discente,RUBENS DE SOUZA MATOS JUNIOR,3,Discente,CARLOS JULIAN MENEZES ARAUJO,4,Docente,PAULO ROMERO MARTINS MACIEL,5,,,,,,,,,,,,,VÁRIOS,-,Budapeste,HUNGRIA,The 43rd Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proc. in DSN 2013,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AVAILABILITY STUDY ON CLOUD COMPUTING ENVIRONMENTS: LIVE MIGRATION AS A REJUVENATION MECHANISM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,ANÁLISE DE SENSIBILIDADE DE MODELOS HIERÁRQUICOS PARA SISTEMAS DE COMPUTAÇÃOO EM NUVEM,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,FILIPE CARLOS DE ALBUQUERQUE CALEGARIO,1,Docente,GEBER LISBOA RAMALHO,2,Participante Externo,GIORDANO RIBEIRO EULALIO CABRAL,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Brasília,BRASIL,XIV Simpósio Brasileiro de Computação Musical (SBCM13),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proc. of XIV Simpósio Brasileiro de Computação Musical (SBCM13),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AVALIANDO INTERFACES GESTUAIS PARA PRÁTICA DE INSTRUMENTOS VIRTUAIS DE PERCUSSÃO MUSIC INSTRUMENTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,DESCOBERTA AUTOMÁTICA DE CONHECIMENTO EM INTERPRETAÇÕES MUSICAIS: O CASO DO VIOLÃO BRASILEIRO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,CLEICE TALITHA NASCIMENTO SOUZA,1,Participante Externo,CLAUDIA CAROLINA NASCIMENTO SOUZA,2,Participante Externo,FERNANDA MARIA RIBEIRO DE ALENCAR,3,Docente,JAELSON FREIRE BRELAZ DE CASTRO,4,Discente,PAULO DE LIMA CAVALCANTI,5,Discente,MONIQUE CONCEICAO SOARES,6,Discente,GABRIELA GUEDES DE SOUZA,7,Sem categoria,Eduardo Figueiredo,8,,,,MEIO DIGITAL,-,Rio de Janeiro,ALEMANHA,Requirements Engineering@Brazil 2013,-,Português,-,-,104,TRABALHO COMPLETO,-,-,CEUR Workshop Proceedings,-,1005,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AVALIAÇÃO DE MODELOS I* COM O PROCESSO AIRDOC-I*,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Docente,CARLOS ALEXANDRE BARROS DE MELLO,1,Discente,ALBERTO NICODEMUS GOMES LOPES FILHO,2,Discente,EDWARD ROE,3,Discente,EVERTON BARBOSA LACERDA,4,Discente,RAFAEL GALVAO DE MESQUITA,5,,,,,,,,,,,,,IMPRESSO,-,Recife,BRASIL,"Conferência Sobre Tecnologia, Cultura e Memória (CTCM)",-,Português,-,-,-,TRABALHO COMPLETO,-,-,"Anais da II Conferência Sobre Tecnologia, Cultura e Memória (CTCM)",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,AVANÇOS RECENTES NO PROCESSAMENTO DIGITAL DE IMAGENS DE DOCUMENTOS ANTIGOS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,APLICAÇÃO DE TÉCNICAS DE APRENDIZADO DE MÁQUINA PARA RECONHECIMENTO DE ESCRITA CURSIVA,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,Glauco Gon alves,1,Discente,ANDRE VITOR DE ALMEIDA PALHARES,2,Discente,MARCELO ANDERSON BATISTA DOS SANTOS,3,Discente,PATRICIA TAKAKO ENDO,4,Docente,JUDITH KELNER,5,Docente,DJAMEL FAWZI HADJ SADOK,6,,,,,,,,,,OUTRO,-,Ghent-Belgica,BÉLGICA,IFIP/IEEE International Symposium on Integrated Network Management,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceeding of the International Symposium on Integrated Network Management,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,BALANCING THE LOAD ACROSS VIRTUAL LINKS FROM VIRTUAL MACHINE REQUESTS IN DISTRIBUTED CLOUDS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,S4S: MONITORAMENTO REMOTO DE AMBIENTES USANDO REDES DE SENSORES SEM-FIO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Docente,FRANCISCO DE ASSIS TENORIO DE CARVALHO,1,Sem categoria,"BARBOSA, GIBSON B. N.",2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Dallas,ESTADOS UNIDOS,2013 International Joint Conference on Neural Networks (IJCNN 2013 Dallas),-,Inglês,-,-,1,TRABALHO COMPLETO,-,-,The 2013 International Joint Conference on Neural Networks (IJCNN),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,BATCH SELF-ORGANIZING MAPS FOR MIXED FEATURE-TYPE SYMBOLIC DATA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,"CLUSTERING OF RELATIONAL DATA AND SOCIAL NETWORK DATA ANALYSIS - CRD-SNDA, EDITAL FACEPE - NO 04/2009 (ACORDO DE COOPERAÇÃO FACEPE/INRIA)",TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,ROBSON AMORIM DE SOUZA,1,Discente,FERNANDO SELLERI SILVA,2,Discente,FELIPE SANTANA FURTADO SOARES,3,Docente,SILVIO ROMERO DE LEMOS MEIRA,4,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Venice,BRASIL,The Eighth International Conference on Software Engineering Advances - ICSEA 2013,-,Português,-,-,373,TRABALHO COMPLETO,-,-,ICSEA 2013 : The Eighth International Conference on Software Engineering Advances,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,BENEFITS AND LIMITATIONS OF USING THE MPS.BR MODEL WITH AGILE METHODOLOGIES: A SURVEY BASED ON A SYSTEMATIC LITERATURE REVIEW,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,INES - INSTITUTO NACIONAL DE CIÊNCIA E TECNOLOGIA PARA ENGENHARIA DE SOFTWARE,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Docente,RICARDO MARTINS DE ABREU SILVA,1,Participante Externo,MAURICIO GUILHERME DE CARVALHO RESENDE,2,Sem categoria,"PARDALOS, PANOS M.",3,Sem categoria,Joao Lauro Faco,4,,,,,,,,,,,,,,,,IMPRESSO,-,Amsterda,HOLANDA,Genetic and Evolutionary Computation Conference 2013,-,Inglês,-,-,http://www.sige,TRABALHO COMPLETO,-,-,Genetic and Evolutionary Computation Conference 2013,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,BIASED RANDOM-KEY GENETIC ALGORITHM FOR LINEARLY-CONSTRAINED GLOBAL OPTIMIZATION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ALGORITMOS E COMPLEXIDADE,TÉCNICAS DE OTIMIZAÇÃO PARA PROBLEMAS COMBINATÓRIOS (EDITAL UNIVERSAL 2007),TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Docente,RICARDO MARTINS DE ABREU SILVA,1,Participante Externo,MAURICIO GUILHERME DE CARVALHO RESENDE,2,Sem categoria,"PARDALOS, PANOS M.",3,Sem categoria,Joao Lauro Faco,4,,,,,,,,,,,,,,,,IMPRESSO,-,Cancun,MÉXICO,IEEE Congress on Evolutionary Computation,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,IEEE Congress on Evolutionary Computation,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,BIASED RANDOM-KEY GENETIC ALGORITHM FOR NONLINEARLY-CONSTRAINED GLOBAL OPTIMIZATION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ALGORITMOS E COMPLEXIDADE,TÉCNICAS DE OTIMIZAÇÃO PARA PROBLEMAS COMBINATÓRIOS (EDITAL UNIVERSAL 2007),TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,EDWARD ROE,1,Docente,CARLOS ALEXANDRE BARROS DE MELLO,2,,,,,,,,,,,,,,,,,,,,,,IMPRESSO,-,Washington,ESTADOS UNIDOS,2013 12th International Conference on Document Analysis and Recognition (ICDAR),-,Inglês,-,-,205,TRABALHO COMPLETO,-,-,2013 12th International Conference on Document Analysis and Recognition,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,BINARIZATION OF COLOR HISTORICAL DOCUMENT IMAGES USING LOCAL IMAGE EQUALIZATION AND XDOG,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,APLICAÇÃO DE TÉCNICAS DE INTELIGÊNCIA COMPUTACIONAL NO RECONHECIMENTO DE ASSINATURAS MANUSCRITAS,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,DIOGO CAVALCANTI COSTA,1,Docente,CARLOS ALEXANDRE BARROS DE MELLO,2,Sem categoria,"SANTOS, T.J. DOS",3,,,,,,,,,,,,,,,,,,,IMPRESSO,-,Manchester,Outro,"2013 IEEE International Conference on Systems, Man and Cybernetics (SMC 2013)",-,Inglês,-,-,4305,TRABALHO COMPLETO,-,-,"2013 IEEE International Conference on Systems, Man, and Cybernetics",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,BOUNDARY DETECTION BASED ON CHROMATIC COLOR DIFFERENCE AND MORPHOLOGICAL TEXTURE SUPPRESSION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,SISTEMAS INTELIGENTES NA ABORDAGEM DO PROCESSAMENTO DE SINAIS E IMAGENS: APROXIMAÇÃO DE TÉCNICAS E APLICAÇÕES,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
